Symbol,OpenedAt,Name
HYPERUSDT,2026-08-04 18:59:07.306054+00,FVG - 15m Gap Chico
COHRUSDT,2026-08-04 19:33:19.700128+00,FVG - 15m Pulido
DRIFTUSDT,2026-08-04 19:48:16.61763+00,FVG - 15m Pulido Long
AAOIUSDT,2026-08-04 20:02:16.293656+00,FVG - 15m Pulido
SOXSUSDT,2026-08-04 20:33:00.450985+00,MA Clone
SOXSUSDT,2026-08-04 20:33:03.503837+00,Standard Scalping
STARUSDT,2026-08-04 21:47:00.805754+00,FVG - 15m Pulido Long
IDOLUSDT,2026-08-04 22:02:40.284812+00,FVG - 15m Gap Chico
BANKUSDT,2026-08-04 22:49:44.635385+00,FVG - 15m Pulido Long
INTWUSDT,2026-08-04 23:38:12.779831+00,FVG - 15m Gap Chico
INTWUSDT,2026-08-04 23:38:16.854889+00,FVG - 15m Pulido
USUSDT,2026-08-04 23:53:25.532531+00,FVG - 15m Gap Chico
USUSDT,2026-08-04 23:53:28.687386+00,FVG - 15m Pulido
VIRTUALUSDT,2026-08-05 00:08:28.594419+00,MA Slope Caso 1
ALABUSDT,2026-08-05 00:24:58.124496+00,FVG - 15m Gap Chico
PENGUUSDT,2026-08-05 00:53:56.609133+00,MA Slope Caso 2
ASTSUSDT,2026-08-05 01:28:20.291993+00,FVG - 15m Pulido
AGTUSDT,2026-08-05 01:50:22.109501+00,FVG - 15m Gap Chico
ICNTUSDT,2026-08-05 02:37:38.132875+00,FVG - 15m Gap Chico
LDOUSDT,2026-08-05 02:37:43.742647+00,FVG - 15m Pulido Long
XANUSDT,2026-08-05 02:37:50.421741+00,MA Cross Momentum
AXTIUSDT,2026-08-05 03:06:59.667586+00,FVG - 15m Gap Chico
IDOLUSDT,2026-08-05 03:24:26.222026+00,FVG - 15m Gap Chico
IDOLUSDT,2026-08-05 03:24:30.125178+00,FVG - 15m Pulido Long
DRIFTUSDT,2026-08-05 03:54:57.425974+00,FVG - 15m Gap Chico
BEATUSDT,2026-08-05 03:55:02.481593+00,FVG - 15m Pulido
DRIFTUSDT,2026-08-05 03:55:05.606141+00,FVG - 15m Pulido Long
GIGGLEUSDT,2026-08-05 04:09:16.974448+00,FVG - 15m Gap Chico
EPICUSDT,2026-08-05 04:09:22.813156+00,FVG - 15m Pulido
BULLAUSDT,2026-08-05 04:09:29.064972+00,FVG - 15m Pulido Long
AIOUSDT,2026-08-05 04:09:39.424474+00,Standard Scalping
PLTRUSDT,2026-08-05 04:26:06.665194+00,FVG - 15m Pulido
1000RATSUSDT,2026-08-05 04:26:12.011602+00,MA Clone
ZORAUSDT,2026-08-05 04:26:17.216264+00,MA Cross Momentum
1000RATSUSDT,2026-08-05 04:26:22.514655+00,Standard Scalping
QNTXUSDT,2026-08-05 04:41:50.065981+00,FVG - 15m Pulido
UBUSDT,2026-08-05 04:56:28.932691+00,FVG - 15m Gap Chico
ICNTUSDT,2026-08-05 05:46:58.307231+00,FVG - 15m Gap Chico
KORUUSDT,2026-08-05 05:48:50.856762+00,MA Slope Caso 3 (15m)
AMDUSDT,2026-08-05 06:06:44.873062+00,FVG - 15m Gap Chico
AMDUSDT,2026-08-05 06:06:47.667846+00,FVG - 15m Pulido Long
PTBUSDT,2026-08-05 06:22:02.348223+00,FVG - 15m Gap Chico
ZHIPUUSDT,2026-08-05 06:22:06.866042+00,FVG - 15m Pulido
PTBUSDT,2026-08-05 06:22:09.816005+00,FVG - 15m Pulido Long
HOMEUSDT,2026-08-05 07:01:42.25866+00,FVG - 15m Gap Chico
TAGUSDT,2026-08-05 07:01:47.299105+00,FVG - 15m Pulido Long
COHRUSDT,2026-08-05 07:16:08.166728+00,FVG - 15m Gap Chico
COHRUSDT,2026-08-05 07:16:12.580577+00,FVG - 15m Pulido
AAOIUSDT,2026-08-05 07:40:49.345448+00,FVG - 15m Pulido
GUAUSDT,2026-08-05 08:11:13.492598+00,FVG - 15m Gap Chico
CRWVUSDT,2026-08-05 08:26:25.094132+00,Arrow Reversal
GIGADEVUSDT,2026-08-05 08:26:30.163552+00,FVG - 15m Gap Chico
SOXSUSDT,2026-08-05 08:26:35.402915+00,MA Cross Momentum
RKLBUSDT,2026-08-05 08:41:22.746065+00,FVG - 15m Pulido
SQQQUSDT,2026-08-05 08:41:31.085041+00,FVG - 15m Pulido Long
ASTSUSDT,2026-08-05 08:55:41.774276+00,FVG - 15m Pulido
XANUSDT,2026-08-05 09:11:50.20269+00,Standard Scalping
FLNCUSDT,2026-08-05 10:39:51.376913+00,FVG - 15m Pulido
FLEXUSDT,2026-08-05 10:54:26.997763+00,FVG - 15m Pulido
DELLUSDT,2026-08-05 11:24:00.040848+00,FVG - 15m Gap Chico
ARIAUSDT,2026-08-05 11:39:51.755545+00,MA Cross Momentum
USARUSDT,2026-08-05 12:10:28.285014+00,FVG - 15m Pulido
AGTUSDT,2026-08-05 12:55:52.553893+00,FVG - 15m Pulido Long
币安人生USDT,2026-08-05 13:42:39.934585+00,FVG - 15m Gap Chico
币安人生USDT,2026-08-05 13:42:42.833339+00,FVG - 15m Pulido Long
AIAUSDT,2026-08-05 13:57:59.697837+00,FVG - 15m Gap Chico
AIAUSDT,2026-08-05 13:58:03.035767+00,FVG - 15m Pulido
VICUSDT,2026-08-05 14:13:19.025114+00,FVG - 15m Gap Chico
VICUSDT,2026-08-05 14:13:22.385396+00,FVG - 15m Pulido
VANRYUSDT,2026-08-05 14:13:28.792458+00,MA Clone
VANRYUSDT,2026-08-05 14:13:34.293935+00,Standard Scalping
WAXPUSDT,2026-08-05 14:29:13.07467+00,FVG - 15m Gap Chico
PTBUSDT,2026-08-05 14:29:21.869332+00,Standard Scalping
EULUSDT,2026-08-05 15:15:29.820321+00,FVG - 15m Pulido Long
PIPPINUSDT,2026-08-05 15:15:35.498232+00,MA Slope Caso 2
KOMAUSDT,2026-08-05 15:31:28.675742+00,FVG - 15m Gap Chico
FIDAUSDT,2026-08-05 16:59:38.211659+00,FVG - 15m Pulido Long
EVAAUSDT,2026-08-05 17:30:02.445842+00,FVG - 15m Pulido Long
ACTUSDT,2026-08-05 17:44:31.274041+00,MA Cross Momentum
TLMUSDT,2026-08-05 18:01:07.820212+00,FVG - 15m Pulido Long
ARXUSDT,2026-08-05 18:30:58.336848+00,MA Slope Caso 3 (15m)
MASKUSDT,2026-08-05 18:31:03.677197+00,MA Slope Caso 3 Pulido
VELVETUSDT,2026-08-05 19:14:25.728156+00,FVG - 15m Pulido
UAIUSDT,2026-08-05 19:44:28.655124+00,FVG - 15m Pulido
BIRBUSDT,2026-08-05 20:46:34.765792+00,FVG - 15m Pulido Long
INTWUSDT,2026-08-05 21:32:55.544486+00,FVG - 15m Pulido
ACXUSDT,2026-08-05 22:32:32.671814+00,FVG - 15m
SOMIUSDT,2026-08-06 00:20:46.953383+00,MA Slope Caso 3 (15m)
龙虾USDT,2026-08-06 00:33:47.872346+00,FVG - 15m Pulido
AXSUSDT,2026-08-06 00:33:53.401831+00,MA Cross Momentum
COTIUSDT,2026-08-06 00:48:35.331294+00,FVG - 15m Pulido Long
TOWNSUSDT,2026-08-06 00:48:41.052092+00,MA Slope Caso 3 (15m)
NOMUSDT,2026-08-06 00:48:48.92593+00,Standard Scalping
METAUSDT,2026-08-06 01:02:18.414372+00,MA Slope Caso 3 (15m)
STARUSDT,2026-08-06 01:15:33.184417+00,FVG - 15m Pulido Long
XNYUSDT,2026-08-06 01:54:53.948751+00,MA Slope Caso 2
TUTUSDT,2026-08-06 02:07:51.54459+00,FVG - 15m
TUTUSDT,2026-08-06 02:07:55.587569+00,FVG - 15m v2 (filtros minados)
MYXUSDT,2026-08-06 02:23:05.763218+00,FVG - 15m v2 (filtros minados)
SKYAIUSDT,2026-08-06 02:48:26.694527+00,FVG - 15m
SKYAIUSDT,2026-08-06 02:48:30.215549+00,FVG - 15m v2 (filtros minados)
JCTUSDT,2026-08-06 02:48:36.547661+00,Standard Scalping
ACXUSDT,2026-08-06 03:03:50.384505+00,FVG - 15m
LABUSDT,2026-08-06 03:03:54.853539+00,FVG - 15m v2 (filtros minados)
VELVETUSDT,2026-08-06 03:21:21.272207+00,FVG - 15m v2 (filtros minados)
CAPUSDT,2026-08-06 03:50:39.540087+00,FVG - 15m v2 (filtros minados)
MYXUSDT,2026-08-06 04:22:36.114644+00,FVG - 15m
MYXUSDT,2026-08-06 04:22:39.724013+00,FVG - 15m v2 (filtros minados)
HOMEUSDT,2026-08-06 04:37:23.268546+00,FVG - 15m
HOMEUSDT,2026-08-06 04:37:27.294952+00,FVG - 15m v2 (filtros minados)
UBUSDT,2026-08-06 04:51:23.479322+00,FVG - 15m v2 (filtros minados)
SPCXUSDT,2026-08-06 05:06:32.047647+00,FVG - 15m v2 (filtros minados)
MVLLUSDT,2026-08-06 05:22:43.68724+00,FVG - 15m v2 (filtros minados)
INTWUSDT,2026-08-06 05:36:25.952021+00,FVG - 15m v2 (filtros minados)
LIGHTUSDT,2026-08-06 06:03:35.325131+00,FVG - 15m v2 (filtros minados)
ESPORTSUSDT,2026-08-06 06:33:39.504533+00,FVG - 15m
AXTIUSDT,2026-08-06 06:33:45.332557+00,FVG - 15m v2 (filtros minados)
EPICUSDT,2026-08-06 06:47:01.686347+00,FVG - 15m v2 (filtros minados)
INXUSDT,2026-08-06 07:00:27.418889+00,FVG - 15m v2 (filtros minados)
SIGNUSDT,2026-08-06 07:30:04.676022+00,FVG - 15m
SIGNUSDT,2026-08-06 07:30:07.548423+00,FVG - 15m v2 (filtros minados)
FLNCUSDT,2026-08-06 09:09:07.007884+00,FVG - 15m v2 (filtros minados)
PENGUSDT,2026-08-06 09:37:44.198064+00,MA Slope Caso 2
TRADOORUSDT,2026-08-06 10:06:41.825671+00,Standard Scalping
SYNUSDT,2026-08-06 11:15:26.187214+00,FVG - 15m
COOKIEUSDT,2026-08-06 11:15:31.952097+00,FVG - 15m v2 (filtros minados)
ALABUSDT,2026-08-06 11:56:44.105339+00,FVG - 15m v2 (filtros minados)
COTIUSDT,2026-08-06 12:11:25.596726+00,FVG - 15m v2 (filtros minados)
UAIUSDT,2026-08-06 12:26:35.683662+00,FVG - 15m v2 (filtros minados)
DODOXUSDT,2026-08-06 12:53:06.583714+00,FVG - 15m v2 (filtros minados)
MINIMAXUSDT,2026-08-06 13:06:36.596801+00,FVG - 15m v2 (filtros minados)
ZEREBROUSDT,2026-08-06 13:22:27.863012+00,FVG - 15m v2 (filtros minados)
STOUSDT,2026-08-06 13:36:43.163003+00,FVG - 15m v2 (filtros minados)
AIAUSDT,2026-08-06 13:36:50.787702+00,MA Slope Caso 2
JCTUSDT,2026-08-06 13:50:03.920561+00,FVG - 15m v2 (filtros minados)
ADAUSDT,2026-08-06 13:50:09.194579+00,MA Slope Caso 3 (15m)
TAGUSDT,2026-08-06 13:50:15.560965+00,Standard Scalping
WDCUSDT,2026-08-06 14:03:26.213837+00,FVG - 15m v2 (filtros minados)
WDCUSDT,2026-08-06 14:03:29.548329+00,Standard Scalping
TUTUSDT,2026-08-06 14:17:04.328703+00,FVG - 15m v2 (filtros minados)
ILVUSDT,2026-08-06 14:17:09.775714+00,MA Slope Caso 3 (15m)
SNDKUSDT,2026-08-06 14:33:21.129075+00,FVG - 15m v2 (filtros minados)
HEMIUSDT,2026-08-06 15:03:53.750282+00,Standard Scalping
FIDAUSDT,2026-08-06 16:16:40.818386+00,FVG - 15m v2 (filtros minados)
BEATUSDT,2026-08-06 16:32:20.296329+00,FVG - 15m v2 (filtros minados)
TUSDT,2026-08-06 16:48:16.620997+00,MA Slope Caso 3 (15m)
BELUSDT,2026-08-06 16:48:23.496628+00,Standard Scalping
SNXXUSDT,2026-08-06 17:03:39.272276+00,FVG - 15m v2 (filtros minados)
AKEUSDT,2026-08-06 17:33:57.669779+00,FVG - 15m v2 (filtros minados)
FHEUSDT,2026-08-06 18:38:08.549525+00,FVG - 15m v2 (filtros minados)
LUMIAUSDT,2026-08-06 19:46:11.384363+00,Standard Scalping
SOXLUSDT,2026-08-06 20:07:31.429362+00,FVG - 15m v2 (filtros minados)
WIFUSDT,2026-08-06 20:22:14.919917+00,MA Slope Caso 2
KOMAUSDT,2026-08-06 20:58:14.291531+00,FVG - 15m v2 (filtros minados)
ARIAUSDT,2026-08-06 21:10:06.310143+00,FVG - 15m v2 (filtros minados)
HEIUSDT,2026-08-06 22:15:15.7984+00,FVG - 15m v2 (filtros minados)
GRVTUSDT,2026-08-06 22:39:54.35778+00,FVG - 15m v2 (filtros minados)
ACEUSDT,2026-08-06 22:55:13.919416+00,Standard Scalping
MMTUSDT,2026-08-06 23:32:03.283854+00,FVG - 15m v2 (filtros minados)
GUNUSDT,2026-08-07 00:08:52.535292+00,FVG - 15m v2 (filtros minados)
USARUSDT,2026-08-07 00:21:22.880995+00,MA Slope Caso 3 (15m)
RESOLVUSDT,2026-08-07 00:32:48.13486+00,FVG - 15m v2 (filtros minados)
GENIUSUSDT,2026-08-07 01:10:48.636724+00,FVG - 15m v2 (filtros minados)
EDENUSDT,2026-08-07 01:35:02.457857+00,MA Slope Caso 3 Pulido
SKYAIUSDT,2026-08-07 02:36:39.445246+00,Arrow Reversal
BTWUSDT,2026-08-07 03:17:39.331798+00,FVG - 15m
APPUSDT,2026-08-07 03:59:31.071778+00,FVG - 15m
PIXELUSDT,2026-08-07 03:59:41.089699+00,Standard Scalping
BTCUSDT,2026-08-07 04:15:50.768228+00,MA Slope Caso 2
BLESSUSDT,2026-08-07 04:30:14.400874+00,FVG - 15m
AIOUSDT,2026-08-07 05:08:11.284365+00,Standard Scalping
GUAUSDT,2026-08-07 05:25:32.346727+00,FVG - 15m
BLUAIUSDT,2026-08-07 05:25:40.834931+00,FVG - 15m v2 (filtros minados)
C98USDT,2026-08-07 05:25:46.585893+00,Standard Scalping
GRVTUSDT,2026-08-07 05:39:58.350192+00,Standard Scalping
ACXUSDT,2026-08-07 06:15:23.036718+00,FVG - 15m v2 (filtros minados)
EULUSDT,2026-08-07 07:05:22.958335+00,FVG - 15m v2 (filtros minados)
CTSIUSDT,2026-08-07 07:18:50.937565+00,FVG - 15m v2 (filtros minados)
NOMUSDT,2026-08-07 07:56:02.184036+00,FVG - 15m
ADAUSDT,2026-08-07 08:33:09.374994+00,MA Slope Caso 3 (15m)
JCTUSDT,2026-08-07 09:46:29.311651+00,FVG - 15m
LITEUSDT,2026-08-07 09:58:02.416502+00,Standard Scalping
KMNOUSDT,2026-08-07 11:10:22.023607+00,Standard Scalping
SPACEUSDT,2026-08-07 12:38:25.634043+00,MA Slope Caso 1
CAPUSDT,2026-08-07 12:50:40.39535+00,Standard Scalping
CARVUSDT,2026-08-07 13:02:39.421947+00,Standard Scalping
ENSUSDT,2026-08-07 13:15:00.176929+00,MA Slope Caso 3 Pulido
INXUSDT,2026-08-07 13:28:14.909584+00,FVG - 15m v2 (filtros minados)
MINIMAXUSDT,2026-08-07 15:06:09.419178+00,FVG - 15m v2 (filtros minados)
XAUUSDT,2026-08-07 15:06:14.824293+00,MA Slope Caso 3 (15m)
CRDOUSDT,2026-08-07 16:02:08.862295+00,Standard Scalping
RECALLUSDT,2026-08-07 16:15:33.206047+00,Standard Scalping
AINUSDT,2026-08-07 17:38:19.415729+00,FVG - 15m
龙虾USDT,2026-08-07 17:51:04.084244+00,FVG - 15m
HEIUSDT,2026-08-07 18:19:13.268338+00,FVG - 15m
MYXUSDT,2026-08-07 18:32:13.702908+00,FVG - 15m v2 (filtros minados)
TRBUSDT,2026-08-07 20:35:35.052871+00,MA Slope Caso 2
PEOPLEUSDT,2026-08-07 20:48:51.420333+00,MA Slope Caso 2
CARVUSDT,2026-08-07 22:23:55.491401+00,Standard Scalping
SHAZUSDT,2026-08-07 22:49:24.253315+00,FVG - 15m v2 (filtros minados)
BSPUSDT,2026-08-07 23:02:49.954202+00,FVG - 15m v2 (filtros minados)
ACEUSDT,2026-08-07 23:30:15.737157+00,FVG - 15m v2 (filtros minados)
KGENUSDT,2026-08-07 23:55:57.59347+00,FVG - 15m v2 (filtros minados)
UBUSDT,2026-08-08 00:22:01.457119+00,FVG - 15m v2 (filtros minados)
BABAUSDT,2026-08-08 01:25:27.075711+00,MA Slope Caso 3 Pulido
PORTALUSDT,2026-08-08 02:43:45.66213+00,FVG - 15m
COTIUSDT,2026-08-08 03:22:13.848272+00,FVG - 15m
COTIUSDT,2026-08-08 03:22:18.205083+00,FVG - 15m v2 (filtros minados)
4USDT,2026-08-08 03:55:14.631816+00,Standard Scalping
DKNGUSDT,2026-08-08 04:08:32.798062+00,MA Slope Caso 3 Pulido
ALLOUSDT,2026-08-08 04:23:15.969583+00,FVG - 15m
ALLOUSDT,2026-08-08 04:23:19.782172+00,FVG - 15m v2 (filtros minados)
CTSIUSDT,2026-08-08 04:35:25.108168+00,Standard Scalping
GRIFFAINUSDT,2026-08-08 04:48:18.211418+00,Standard Scalping
SKYAIUSDT,2026-08-08 06:02:37.961806+00,FVG - 15m
EPICUSDT,2026-08-08 06:02:42.206932+00,FVG - 15m v2 (filtros minados)
REUSDT,2026-08-08 06:14:43.565621+00,FVG - 15m v2 (filtros minados)
SIRENUSDT,2026-08-08 06:40:09.61982+00,FVG - 15m v2 (filtros minados)
XAIUSDT,2026-08-08 07:53:36.222122+00,FVG - 15m
COOKIEUSDT,2026-08-08 08:05:05.977859+00,FVG - 15m
HMSTRUSDT,2026-08-08 08:05:11.678972+00,Standard Scalping
USELESSUSDT,2026-08-08 09:05:59.026971+00,FVG - 15m
C98USDT,2026-08-08 10:18:26.528725+00,FVG - 15m
1000BONKUSDT,2026-08-08 10:29:42.539693+00,FVG - 15m v2 (filtros minados)
HOMEUSDT,2026-08-08 10:53:46.153977+00,FVG - 15m
CRDOUSDT,2026-08-08 11:05:47.886498+00,FVG - 15m
BICOUSDT,2026-08-08 11:18:48.82241+00,FVG - 15m
GUAUSDT,2026-08-08 11:53:50.164771+00,FVG - 15m v2 (filtros minados)
TSTUSDT,2026-08-08 11:53:54.802014+00,Standard Scalping
GRIFFAINUSDT,2026-08-08 12:18:31.764302+00,Standard Scalping
POWERUSDT,2026-08-08 12:18:39.446098+00,Standard Scalping
BSBUSDT,2026-08-08 12:53:38.138438+00,FVG - 15m v2 (filtros minados)
AIOUSDT,2026-08-08 13:41:08.39896+00,FVG - 15m v2 (filtros minados)
ACTUSDT,2026-08-08 13:54:03.374831+00,FVG - 15m v2 (filtros minados)
XAIUSDT,2026-08-08 14:05:39.713813+00,Standard Scalping
COHRUSDT,2026-08-08 14:30:04.807813+00,Arrow Reversal
ONDSUSDT,2026-08-08 14:42:03.755103+00,MA Slope Caso 3 Pulido
GUNUSDT,2026-08-08 15:57:34.293902+00,Standard Scalping
MMTUSDT,2026-08-08 16:22:17.440592+00,FVG - 15m
CARVUSDT,2026-08-08 16:34:04.947872+00,FVG - 15m
NFLXUSDT,2026-08-08 17:46:19.037199+00,MA Slope Caso 3 Pulido
MAGICUSDT,2026-08-08 19:48:55.063132+00,FVG - 15m
NILUSDT,2026-08-08 21:22:47.328833+00,MA Slope Caso 2
PYTHUSDT,2026-08-08 23:16:00.588764+00,Standard Scalping
UBUSDT,2026-08-09 00:27:04.759449+00,FVG - 15m
MAGMAUSDT,2026-08-09 00:27:10.361745+00,Standard Scalping
MORPHOUSDT,2026-08-09 01:23:08.677282+00,MA Slope Caso 3
MORPHOUSDT,2026-08-09 01:23:12.230994+00,MA Slope Caso 3 Pulido
AXTIUSDT,2026-08-09 01:38:07.399024+00,Arrow Reversal
BTRUSDT,2026-08-09 01:38:17.365253+00,Standard Scalping
DUSKUSDT,2026-08-09 01:52:04.160628+00,FVG - 15m
SXTUSDT,2026-08-09 02:18:06.796082+00,FVG - 15m
ZHIPUUSDT,2026-08-09 03:09:35.053409+00,FVG - 15m
ERAUSDT,2026-08-09 03:23:42.948644+00,MA Slope Caso 2
IOTXUSDT,2026-08-09 05:02:25.254339+00,FVG - 15m
STGUSDT,2026-08-09 05:16:12.782321+00,FVG - 15m
PLAYUSDT,2026-08-09 06:42:13.781175+00,Standard Scalping
SNXXUSDT,2026-08-09 07:26:56.188246+00,FVG - 15m
BROCCOLI714USDT,2026-08-09 07:41:17.643436+00,FVG - 15m
ONUSDT,2026-08-09 07:54:51.833662+00,Standard Scalping
B2USDT,2026-08-09 08:23:33.070515+00,FVG - 15m
CTSIUSDT,2026-08-09 08:38:30.70586+00,FVG - 15m
ACEUSDT,2026-08-09 08:52:19.534213+00,FVG - 15m
INXUSDT,2026-08-09 09:06:10.273532+00,FVG - 15m
NILUSDT,2026-08-09 09:21:37.911588+00,FVG - 15m
BILLUSDT,2026-08-09 09:21:44.470271+00,Standard Scalping
龙虾USDT,2026-08-09 09:35:54.239494+00,FVG - 15m
LUMIAUSDT,2026-08-09 10:03:45.777893+00,FVG - 15m
HMSTRUSDT,2026-08-09 11:25:21.390078+00,Standard Scalping
THEUSDT,2026-08-09 11:48:42.284882+00,Standard Scalping
BLESSUSDT,2026-08-09 12:01:23.817953+00,FVG - 15m
CATIUSDT,2026-08-09 12:46:57.699003+00,Standard Scalping
BELUSDT,2026-08-09 13:34:58.654157+00,Standard Scalping
CGPTUSDT,2026-08-09 14:44:40.813223+00,Standard Scalping
DOLOUSDT,2026-08-09 15:19:52.855617+00,MA Slope Caso 3 (15m)
C98USDT,2026-08-09 15:34:09.07208+00,FVG - 15m
INXUSDT,2026-08-09 15:34:18.981508+00,Standard Scalping
CHILLGUYUSDT,2026-08-09 19:48:55.710076+00,Standard Scalping
BBUSDT,2026-08-09 21:36:24.372139+00,Standard Scalping
HANAUSDT,2026-08-10 00:43:49.37483+00,MA Slope Caso 3 (15m)
ESPORTSUSDT,2026-08-10 01:19:22.590226+00,Standard Scalping
HEIUSDT,2026-08-10 03:00:55.237438+00,FVG - 15m
DODOXUSDT,2026-08-10 03:53:03.362552+00,FVG - 15m v3 (anti-racha)
ZESTUSDT,2026-08-10 04:04:16.946856+00,FVG - 15m v3 (anti-racha)
XNYUSDT,2026-08-10 04:15:32.957153+00,FVG - 15m v3 (anti-racha)
SAGAUSDT,2026-08-10 05:40:52.627899+00,FVG - 15m
NILUSDT,2026-08-10 06:04:02.26958+00,FVG - 15m v3 (anti-racha)
MAGMAUSDT,2026-08-10 06:26:39.609703+00,FVG - 15m v3 (anti-racha)
龙虾USDT,2026-08-10 06:38:24.726048+00,Standard Scalping
我踏马来了USDT,2026-08-10 07:49:28.386844+00,Standard Scalping
BEATUSDT,2026-08-10 09:49:00.097+00,FVG - 15m v3 (anti-racha)
BICOUSDT,2026-08-10 10:00:50.310513+00,FVG - 15m v3 (anti-racha)
ETHUSDT,2026-08-10 10:13:39.120187+00,MA Slope Caso 3
我踏马来了USDT,2026-08-10 11:00:04.006984+00,Standard Scalping
FHEUSDT,2026-08-10 12:00:29.379707+00,FVG - 15m
THEUSDT,2026-08-10 12:24:05.063013+00,FVG - 15m
USELESSUSDT,2026-08-10 12:36:54.728474+00,Standard Scalping
1000CATUSDT,2026-08-10 12:48:16.843785+00,FVG - 15m v3 (anti-racha)
SKYAIUSDT,2026-08-10 13:24:06.157068+00,FVG - 15m v3 (anti-racha)
MVLLUSDT,2026-08-10 13:24:10.542907+00,Standard Scalping
ESPUSDT,2026-08-10 13:37:05.992817+00,FVG - 15m v3 (anti-racha)
SOXSUSDT,2026-08-10 13:49:00.261224+00,Standard Scalping
ROBOUSDT,2026-08-10 14:01:43.792152+00,Standard Scalping
LIGHTUSDT,2026-08-10 15:27:56.243546+00,Standard Scalping
CATIUSDT,2026-08-10 15:41:09.754387+00,FVG - 15m v3 (anti-racha)
SOLVUSDT,2026-08-10 17:29:26.718657+00,FVG - 15m
BSPUSDT,2026-08-10 17:29:38.341764+00,Standard Scalping
GUAUSDT,2026-08-10 17:42:08.870855+00,FVG - 15m
GUAUSDT,2026-08-10 17:42:12.189939+00,FVG - 15m v3 (anti-racha)
CRWDUSDT,2026-08-10 18:09:30.239754+00,MA Slope Caso 3 (15m)
JOEUSDT,2026-08-10 19:32:59.674097+00,FVG - 15m v3 (anti-racha)
XANUSDT,2026-08-10 20:11:50.74768+00,FVG - 15m v3 (anti-racha)
ACEUSDT,2026-08-10 20:26:20.889487+00,FVG - 15m v3 (anti-racha)
ACTUSDT,2026-08-10 20:26:25.573198+00,Standard Scalping
AKEUSDT,2026-08-10 21:19:41.811442+00,Standard Scalping
VELODROMEUSDT,2026-08-10 23:03:28.987494+00,FVG - 15m
VELODROMEUSDT,2026-08-10 23:03:33.585532+00,FVG - 15m v3 (anti-racha)
ZHIPUUSDT,2026-08-11 00:58:45.198879+00,MA Slope Caso 3
BROCCOLIF3BUSDT,2026-08-11 03:02:51.393339+00,FVG - 15m
BULLAUSDT,2026-08-11 03:10:59.655267+00,FVG - 15m v3 (anti-racha)
C98USDT,2026-08-11 03:33:35.450517+00,FVG - 15m
COHRUSDT,2026-08-11 03:56:13.383722+00,FVG - 15m v3 (anti-racha)
MERLUSDT,2026-08-11 04:59:12.567039+00,Standard Scalping
FORMUSDT,2026-08-11 05:55:34.059488+00,FVG - 15m
HMSTRUSDT,2026-08-11 06:04:17.164077+00,FVG - 15m
BSPUSDT,2026-08-11 06:14:09.595131+00,FVG - 15m
BANKUSDT,2026-08-11 07:25:34.773511+00,FVG - 15m
GENIUSUSDT,2026-08-11 15:11:48.759514+00,MA Slope Caso 3
CGPTUSDT,2026-08-11 15:55:25.966816+00,FVG - 15m
BMTUSDT,2026-08-11 16:32:59.920034+00,Level Sweep 1H (laboratorio)
GWEIUSDT,2026-08-11 16:42:14.611659+00,Level Sweep 1H (laboratorio)
SAMSUNGUSDT,2026-08-11 16:50:26.430368+00,Level Sweep 1H (laboratorio)
MUBARAKUSDT,2026-08-11 17:06:56.005223+00,FVG - 15m
TRXUSDT,2026-08-11 17:18:19.078519+00,MA Slope Caso 3
DODOXUSDT,2026-08-11 17:30:18.095264+00,FVG - 15m
GIGGLEUSDT,2026-08-11 18:09:37.892646+00,Level Sweep 1H (laboratorio)
AVAXUSDT,2026-08-11 23:58:25.398052+00,Death Cross (SMA50/200 4h)
DOTUSDT,2026-08-12 00:11:20.521983+00,Death Cross (SMA50/200 4h)
PRLUSDT,2026-08-12 00:34:20.76652+00,Level Sweep 1H (laboratorio)
PROMUSDT,2026-08-12 03:05:30.792538+00,Band Touch 15m (laboratorio)
CAPUSDT,2026-08-12 03:06:12.362022+00,Level Sweep 60m SL1.5 RR3 (laboratorio)
CSOPSKHYNIX2LUSDT,2026-08-12 03:28:45.663336+00,Band Touch 15m (laboratorio)
DOTUSDT,2026-08-12 03:29:01.498623+00,Death Cross (SMA50/200 4h)
HOLOUSDT,2026-08-12 03:29:56.512975+00,Level Sweep 60m SL1.5 RR3 (laboratorio)
EDUUSDT,2026-08-12 03:50:57.791629+00,Band Touch 15m (laboratorio)
4USDT,2026-08-12 03:51:45.604929+00,Level Sweep 60m SL1.5 RR3 (laboratorio)
REUSDT,2026-08-12 04:15:49.7193+00,Band Touch 15m (laboratorio)
NILUSDT,2026-08-12 05:25:24.184205+00,FVG - 15m
SIRENUSDT,2026-08-12 05:41:31.929739+00,FVG - 15m
TUTUSDT,2026-08-12 07:19:12.510901+00,FVG - 15m
MUBARAKUSDT,2026-08-12 15:11:32.508888+00,FVG - 15m
龙虾USDT,2026-08-12 15:26:12.326485+00,FVG - 15m
BEATUSDT,2026-08-12 16:13:59.484826+00,FVG - 15m
HEIUSDT,2026-08-12 16:22:33.61121+00,FVG - 15m
BMTUSDT,2026-08-12 19:11:52.148779+00,Band Touch 15m (laboratorio)
RVNUSDT,2026-08-12 19:37:47.657904+00,FVG - 15m
BLUAIUSDT,2026-08-12 20:03:13.314088+00,FVG - 15m
